"Committee","MTG #","Date","Start Time","End Time","Location"
"Employee and Labour Relations Committee","3","2012-01-05","11:00 AM","01:00 PM","Committee Room 2, City Hall"
"Employee and Labour Relations Committee","4","2012-02-01","02:00 PM","10:00 PM","Committee Room 1, City Hall"
"Employee and Labour Relations Committee","5","2012-03-01","10:00 AM","10:00 PM","Committee Room 1, City Hall"
"Employee and Labour Relations Committee","6","2012-06-05","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Employee and Labour Relations Committee","7","2012-10-22","09:30 AM","06:00 PM","Committee Room 2, City Hall"
"Employee and Labour Relations Committee","8","2013-05-27","09:30 AM","06:00 PM","Committee Room 2, City Hall"
"Etobicoke York Community Council","1","2010-12-08","09:30 AM","10:00 AM","Committee Room 4, City Hall"
"Etobicoke York Community Council","2","2010-12-10","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","3","2011-01-18","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","4","2011-02-16","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","5","2011-03-22","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","6","2011-04-21","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","7","2011-05-25","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","8","2011-06-22","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","9","2011-09-12","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","10","2011-10-04","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","11","2011-11-02","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","12","2012-01-10","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","13","2012-02-14","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","14","2012-03-20","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","15","2012-04-17","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","16","2012-05-15","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","17","2012-06-13","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","18","2012-09-11","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","19","2012-10-10","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","20","2012-11-06","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","21","2013-01-22","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","22","2013-02-26","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","23","2013-04-09","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","24","2013-05-14","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","25","2013-06-18","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","26","2013-09-10","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","27","2013-10-17","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","28","2013-11-19","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","29","2014-01-15","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","30","2014-02-25","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","31","2014-04-08","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","32","2014-05-13","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","33","2014-06-17","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council","34","2014-08-12","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Etobicoke York Community Council Arena Board Nominating Panel","1","2012-02-29","01:30 PM","03:00 PM","Committee Room 3, City Hall"
"Etobicoke York Community Council Arena Board Nominating Panel","2","2012-03-27","01:00 PM","10:00 PM","Committee Room 4, City Hall"
"Etobicoke York Community Council Arena Board Nominating Panel","2","2012-03-29","12:40 PM","10:00 PM","Committee Room 4, City Hall"
"Etobicoke York Community Council Arena Board Nominating Panel","3","2012-05-03","01:00 PM","02:00 PM","Committee Room 3, City Hall"
"Executive Committee","1","2010-12-09","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","2","2011-01-17","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","3","2011-02-17","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","4","2011-03-21","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","5","2011-04-20","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","6","2011-05-24","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","7","2011-06-20","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","8","2011-07-28","09:30 AM","11:59 PM","Committee Room 1, City Hall"
"Executive Committee","8","2011-07-29","12:00 AM","07:30 PM","Committee Room 1, City Hall"
"Executive Committee","9","2011-09-06","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","10","2011-09-19","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","10","2011-09-20","12:00 AM","05:00 PM","Committee Room 1, City Hall"
"Executive Committee","11","2011-10-03","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","12","2011-11-01","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","13","2011-11-21","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","14","2012-01-12","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","15","2012-01-24","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","16","2012-02-13","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","17","2012-02-17","09:30 AM","04:30 PM","Committee Room 1, City Hall"
"Executive Committee","18","2012-03-19","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","19","2012-04-16","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","20","2012-05-14","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","21","2012-06-12","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","22","2012-09-10","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","23","2012-10-09","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","24","2012-11-05","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","25","2012-11-19","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","26","2013-01-08","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","27","2013-01-10","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","28","2013-02-05","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","29","2013-03-20","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","30","2013-04-15","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","30","2013-04-16","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","31","2013-04-23","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","32","2013-05-28","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","33","2013-07-03","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","34","2013-09-24","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","35","2013-10-30","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","36","2013-12-05","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Executive Committee","37","2014-01-22","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Executive Committee","38","2014-02-04","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Executive Committee","39","2014-03-19","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Executive Committee","40","2014-04-23","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Executive Committee","41","2014-05-27","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Executive Committee","42","2014-07-02","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Executive Committee","43","2014-08-21","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Government Management Committee","1","2011-01-31","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","2","2011-03-29","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","3","2011-05-02","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","4","2011-06-01","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","5","2011-06-28","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","6","2011-07-26","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","7","2011-09-15","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","8","2011-10-12","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","9","2011-11-09","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","10","2012-01-30","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","11","2012-02-23","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","12","2012-03-28","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","13","2012-04-25","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","14","2012-05-24","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Government Management Committee","15","2012-06-27","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","16","2012-09-18","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Government Management Committee","17","2012-10-18","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","18","2012-11-15","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","19","2013-01-21","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","20","2013-02-25","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Government Management Committee","21","2013-04-08","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","22","2013-05-13","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","23","2013-06-17","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","24","2013-09-09","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","25","2013-10-15","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","26","2013-11-18","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Government Management Committee","27","2014-01-06","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Government Management Committee","28","2014-02-24","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Government Management Committee","29","2014-04-07","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Government Management Committee","30","2014-05-12","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Government Management Committee","31","2014-06-16","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Government Management Committee","32","2014-08-11","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Graffiti Panel","1","2012-10-05","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Graffiti Panel","2","2012-11-02","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Graffiti Panel","3","2012-11-30","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Graffiti Panel","4","2013-02-07","09:30 AM","06:00 PM","Committee Room 2, City Hall"
"Graffiti Panel","5","2013-06-13","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Graffiti Panel","6","2013-09-26","09:30 AM","06:00 PM","Committee Room 2, City Hall"
"Graffiti Panel","7","2013-11-01","09:30 AM","06:00 PM","Committee Room 2, City Hall"
"Graffiti Panel","8","2013-12-11","09:30 AM","06:00 PM","Committee Room 3, City Hall"
"Holiday Shopping Subcommittee","1","2012-04-23","03:00 PM","10:00 PM","Committee Room 1, City Hall"
"Holiday Shopping Subcommittee","2","2012-05-17","02:00 PM","10:00 PM","Members Lounge, City Hall"
"Holiday Shopping Subcommittee","3","2012-10-29","02:00 PM","08:00 PM","Committee Room 1, City Hall"
"Joint Economic Development & Planning and Growth Management Committees","1","2012-10-16","09:30 AM","12:30 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","1","2011-01-21","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Licensing and Standards Committee","2","2011-03-30","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","3","2011-05-03","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","4","2011-05-31","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Licensing and Standards Committee","5","2011-06-29","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Licensing and Standards Committee","6","2011-07-25","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","7","2011-09-09","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","8","2011-09-15","02:00 PM","05:00 PM","Committee Room 3, City Hall"
"Licensing and Standards Committee","9","2011-10-13","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","10","2011-11-14","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","11","2012-01-25","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","12","2012-03-29","09:30 AM","04:30 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","13","2012-05-24","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","14","2012-06-28","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","15","2012-09-21","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","16","2012-10-19","09:30 AM","05:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","17","2012-11-16","09:30 AM","03:30 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","18","2013-02-04","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","19","2013-03-19","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","20","2013-04-18","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","21","2013-05-27","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","22","2013-06-27","09:30 AM","10:00 PM","Council Chamber, City Hall"
"Licensing and Standards Committee","23","2013-09-19","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","24","2013-10-29","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","25","2013-12-09","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Licensing and Standards Committee","26","2014-01-23","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","27","2014-03-18","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","28","2014-04-22","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","29","2014-05-26","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","30","2014-06-26","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Licensing and Standards Committee","31","2014-08-18","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Members of the Toronto Atmospheric Fund","2","2012-04-30","04:05 PM","10:00 PM","Committee Room 2, City Hall"
"Members of the Toronto Atmospheric Fund","3","2013-04-25","03:05 PM","06:00 PM","Committee Room 1, City Hall"
"North York Community Council","1","2010-12-08","09:30 AM","10:00 AM","Committee Room 2, City Hall"
"North York Community Council","2","2010-12-10","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","3","2011-01-18","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","4","2011-02-16","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","5","2011-03-22","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","6","2011-04-21","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","7","2011-05-25","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","8","2011-06-22","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","9","2011-09-12","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","10","2011-10-04","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","11","2011-11-02","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","12","2012-01-10","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","13","2012-02-14","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","14","2012-03-20","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","15","2012-04-17","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","16","2012-05-15","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","17","2012-06-13","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","18","2012-09-11","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","19","2012-10-10","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","20","2012-11-06","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","21","2013-01-22","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","22","2013-02-26","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","23","2013-04-09","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","24","2013-05-14","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","25","2013-06-18","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","26","2013-09-10","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","27","2013-10-17","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","28","2013-11-19","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","29","2014-01-15","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","30","2014-02-25","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","31","2014-04-08","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","32","2014-05-13","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","33","2014-06-17","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council","34","2014-08-12","09:30 AM","10:00 PM","Council Chamber, North York Civic Centre"
"North York Community Council Arena Board Nominating Panel","1","2012-03-01","09:30 AM","11:30 AM","Committee Room 3, City Hall"
"North York Community Council Arena Board Nominating Panel","2","2012-03-26","09:30 AM","05:00 PM","Committee Room 4, City Hall"
"North York Community Council Arena Board Nominating Panel","3","2012-03-27","09:30 AM","10:30 AM","Committee Room 3, City Hall"
"North York Community Council Arena Board Nominating Panel","4","2012-04-23","09:30 AM","05:00 PM","Committee Room 4, City Hall"
"North York Community Council Arena Board Nominating Panel","5","2012-05-02","03:00 PM","08:00 PM","Committee Room 4, City Hall"
"Parks and Environment Committee","1","2011-01-28","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Parks and Environment Committee","2","2011-03-28","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","3","2011-04-29","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","4","2011-05-31","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","5","2011-06-24","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","6","2011-07-21","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","7","2011-09-15","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Parks and Environment Committee","8","2011-10-11","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","9","2011-11-22","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Parks and Environment Committee","10","2012-01-27","09:30 AM","04:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","11","2012-03-23","09:30 AM","04:30 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","12","2012-04-20","09:30 AM","07:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","13","2012-05-18","09:30 AM","07:30 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","14","2012-06-19","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","15","2012-09-14","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","16","2012-10-15","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","17","2012-11-09","09:30 AM","03:30 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","18","2013-01-29","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","19","2013-03-04","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","20","2013-04-22","09:30 AM","10:00 PM","Committee Room 2, City Hall"
"Parks and Environment Committee","21","2013-06-24","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","22","2013-09-16","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","23","2013-10-23","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","24","2013-12-06","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","25","2014-01-16","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","26","2014-03-03","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","27","2014-04-14","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","28","2014-05-20","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","29","2014-06-23","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Parks and Environment Committee","30","2014-08-15","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","1","2011-01-27","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","2","2011-03-24","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","3","2011-04-27","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","4","2011-05-10","02:00 PM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","5","2011-05-30","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","6","2011-06-27","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","7","2011-07-27","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","8","2011-10-06","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","9","2011-11-08","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","10","2012-01-05","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","11","2012-02-16","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","12","2012-03-22","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","13","2012-04-19","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","14","2012-05-17","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","15","2012-06-11","02:00 PM","10:00 PM","Committee Room 2, City Hall"
"Planning and Growth Management Committee","16","2012-06-18","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","17","2012-09-13","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","18","2012-10-12","09:30 AM","05:30 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","19","2012-11-08","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","20","2013-01-28","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","21","2013-03-06","09:30 AM","06:00 PM","Council Chamber, City Hall"
"Planning and Growth Management Committee","22","2013-02-28","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","23","2013-04-11","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","24","2013-05-16","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","25","2013-06-20","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","26","2013-09-12","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","27","2013-10-22","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","28","2013-11-21","09:30 AM","10:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","29","2014-01-13","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","30","2014-02-27","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","31","2014-04-10","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","32","2014-05-15","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","33","2014-06-19","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Planning and Growth Management Committee","34","2014-08-14","09:30 AM","06:00 PM","Committee Room 1, City Hall"
"Property Standards - Etobicoke York Panel","1","2010-12-14","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","2","2011-01-25","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","3","2011-02-22","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","4","2011-03-29","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","5","2011-04-26","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","6","2011-05-31","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","7","2011-06-28","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","8","2011-07-19","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
"Property Standards - Etobicoke York Panel","9","2011-09-27","09:30 AM","10:00 PM","Council Chamber, Etobicoke Civic Centre"
